Time [s],SE Curr. [A],SE Volt. [V],SE Temp. [K],Chrg Flag,file_name,folder,SE SoC
1325.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1335.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1345.93,0.0,3.3150988,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1355.93,0.0,3.31433585,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1365.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1375.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1385.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1395.93,0.0,3.31448844,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1405.93,0.0,3.31464103,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1415.93,0.0,3.3150988,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1425.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1435.93,0.0,3.31494621,297.57228,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1445.93,0.0,3.31479362,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
1455.93,0.0,3.31494621,297.58835,False,TIX2664_3_Cell_1-9_EA7479_SDI_50Ah_Test_6_CCP_25C_Rev4.006,CCP,0.03794525361242857
